video,seconds,subset
29e56c350127c1dafa8de7d8e83989ab.mp4,228.13,validation
15c50e1b9e3ab884ce743af2ab45502c.mp4,208.07,training
2fd302822e5726fa8aad1cad72f06084.mp4,201.6,training
743a9a5d7e7e7e13e0e7f68d9a7ceb2e.mp4,170.53,validation
2583360dad66875437d017cdf1e8ab6e.mp4,178.8,training
8353e400884e1137e7f1ff0d54b27736.mp4,223.07,training
300307f14c1b12de5e12ca386d4eaef1.mp4,220.2,validation
28d25c9891d3773c4021d18873a84f5c.mp4,185.13,training
910be38f1aa636502f6ba7e10b36eab7.mp4,218.13,training
f1c13f1a8d41d563d6b387c3d78a7f25.mp4,191.13,validation
4fc81c3d824908dd63e4f3cda90b6e1b.mp4,184.07,training
9d7c312f83540286eb92b31613ba9c62.mp4,172.6,training
aea2c79892e30e30594b6a9831a162dd.mp4,218.13,validation
7be6c490695644ed0b1420f724f39acb.mp4,224.27,training
921e52e7c1d6166c697212cb1a112ec1.mp4,169.67000000000002,training
4f4b24300db58cba68446416ebcac937.mp4,195.07,validation
876cec3eae435fbf033741ad0081ce0f.mp4,208.07,training
d8d8b085425d951bcc917b9660552f32.mp4,181.13,training
2f7cbc6f39731d8b6caf8b63c979d505.mp4,230.4,validation
80e8c03b640046f1ef5e7299c654874a.mp4,183.6,training
5a761b35ae64fe63015d9d9e1e0e6abf.mp4,184.07,training
f11a2728a6fabce906eb7526ec68426d.mp4,448.2,validation
cb92ca1c2bc3299b3204e394902a7afb.mp4,228.13,training
0f9d844955db6c6659d160d27f37ca1f.mp4,190.6,training
fefbcde967b28a544eacf80bd25a3443.mp4,195.07,validation
d8672c656ea8a4cd100d45b4f1569880.mp4,211.13,training
60e5894fa1e1510d725eacdd579fa911.mp4,239.47,training
6741b830a245d8b50773ed804e69bcf2.mp4,218.87,validation
0dea8fed263dbd83103249e867c21335.mp4,175.47,training
f8315633882c45fcce8a9e03878ac4b3.mp4,172.13,training
5e036c4e54cef362ec0f28757b8176c4.mp4,157.67000000000002,validation
575ab9e1774961d9440fe62ca08f3e98.mp4,229.67000000000002,training
753385610c06499740b9341c0061e96e.mp4,181.13,training
14e37ef8fc86e271eb491cfe16643a20.mp4,222.13,validation
6f50c7badb958956e31ed9805c700e26.mp4,223.07,training
2ede13109b96dbd587c6642ae755dd99.mp4,184.8,training
95f8767a4534059471da18f853c9c8ab.mp4,217.8,validation
d03d3986baae1b514e41a664fb05f145.mp4,213.6,training
02e90d48d3bfa72e1a624b4475c80771.mp4,164.32999999999998,training
d583e9cc0fcc9e62ea0c8041959cabf1.mp4,159.73,validation
26f6d6593d736671c1b4362d8e426c9b.mp4,195.67,training
b2f18f191bd949e77b53910798be1f63.mp4,213.8,training
66c454e0dcbb32d26e648c929897fe31.mp4,209.13,validation
cdbc1a44f28ef617b22f5748abc0b8b9.mp4,224.93,training
2f429585ab986e4e67ef42858a9c769c.mp4,219.93,training
8a1f9fd30d39b53021bb6ebab7612f51.mp4,186.13,validation
1c12f76877b864507f90c215ffa174d7.mp4,183.6,training
a76c2b504438dcc6a1413cf2937e292d.mp4,206.07,training
236bb0e8a7a38b09304c1ab8f715a7a4.mp4,181.6,validation
4116b2c4b0d21eff7d8a1560de13a9a6.mp4,194.6,training
d61d2b7808c7ddf1828d7caf53128c29.mp4,157.67000000000002,training
0440fc13d5135177f1a0cc1a4436207a.mp4,170.13,validation
ddaaf158c2af113414e9a21d11c14936.mp4,201.6,training
ee2e1c2cbeba4dcb97175b4ee3c9e3de.mp4,203.32999999999998,training
2c20ca903d7ec40e12d6751989ec0450.mp4,181.6,validation
49dca604f35a7528d183931ed8f9af04.mp4,221.4,training
ffe68c160828533d0a7279de6f4b27f1.mp4,202.6,training
a495f442068e7a8d6c13c12650bec5d9.mp4,208.67000000000002,validation
d6dc033ce23d8abaf41e3788d4fa55ee.mp4,186.13,training
32c1267bbf4e38520bf4f1fcaf78ca31.mp4,206.93,training
ddd4327a942da6af4f773ba387ac9171.mp4,207.07,validation
cc6ca957abcb997eb19a544e48b1ffbe.mp4,216.13,training
89162cfb105a3e4d5a9b50fa92093839.mp4,186.67,training
f3ccd2a9416715e9774ef9dc79b728e5.mp4,197.13,validation
c32c7d2fad20fab8249604e30c097d14.mp4,220.6,training
725c6aae7cb7f9d60a9c386065dc4ccc.mp4,215.6,training
f45b47544c579f92ddadfffcd2fabda6.mp4,246.53,validation
bc8835463ef091a5d64d089cd040e59d.mp4,210.07,training
d5ead1cd3db320b0ade31e2b5a114402.mp4,209.13,training
c3854802aa021cfa7b90b5d7b04e714a.mp4,167.2,validation
1ef1289eca793e47a45a478ee94103e4.mp4,206.13,training
153fc346a2b54f642014401cd4873bfe.mp4,198.27,training
e6de239ba18e81392c9fe4918c3d5d85.mp4,170.13,validation
9e1087def34607ee9a14db394b3d6bc2.mp4,225.13,training
3fb7658be34013b7938dbef0ed026a41.mp4,175.13,training
b4195706bdf434838d72f5dc4219bdbe.mp4,198.6,validation
bd8f57be8b744862559fb8e8883e3371.mp4,208.67000000000002,training
bdafa88436e05f4173346b2957f930e0.mp4,194.6,training
5e8cfcb84bccec9c91924260b408ea50.mp4,202.6,validation
b148fe1803974b1a79cef30c38922b5b.mp4,155.93,training
98296f8311aa772300515ac238b49a3f.mp4,224.6,training
defdc0f870b7a014ea22afba5ca0ae4f.mp4,208.67000000000002,validation
d539c628995cd29e164ae5ddf3a9021c.mp4,220.2,training
528c6c24bf5ceed3b377122129552ed3.mp4,194.6,training
87b31c3bb4d25b0af9125322f49a3e0c.mp4,175.13,validation
f1918ad5ce023fd6014b41c0cf49b622.mp4,216.13,training
092c7b3376bb0c6800fdbf2396285bc1.mp4,207.67000000000002,training
0f4bbac7fc5e4150ec94dfebb0e72c95.mp4,199.13,validation
0a4591c993c039e16522525cb7870b94.mp4,218.6,training
10a795f62b47d8c00849837f7f79ffac.mp4,214.13,training
df04e93aee2f0fdd35ae991731422d96.mp4,234.67000000000002,validation
727d9dd90912366b9d793834eddd89fc.mp4,175.32999999999998,training
93d73a1ccf30f1a14df9f04b15750153.mp4,208.67000000000002,training
13ff3dd1e4e61dcd4c382ff3a1ae3659.mp4,210.07,validation
2605a0caf18cb4161075da24c92fb798.mp4,228.13,training
34bb2b45003c86f38169e3532740c5c3.mp4,171.07,training
25b56941c8d36bb7ebb70e0ce9e93bf9.mp4,176.6,validation
bcaaa2c6e6c72efc72f842072748ee95.mp4,171.07,training
ee9fed31b45fb9e0349edf9b19f4102d.mp4,231.6,training
2a6947b26556fca5fef7d39016b1188a.mp4,225.13,validation
e8e8455b565f723e62f3b8139c82c376.mp4,181.47,training
a44291da30c102fdbb46cd647caa7174.mp4,167.87,training
43ef599766960dfdf2f0a5160151ff8e.mp4,169.07,validation
5ad8fbe845d1baddc3c4600a1543a283.mp4,224.6,training
b03f38aeccbb8578c5a53f6391ca8c41.mp4,214.13,training
6b88a4617aa7baa3411a40139500162b.mp4,187.27,validation
3bb96f2ae1921be87006a04eb4bbd96a.mp4,181.6,training
23e80060738d43e11a7685f1a03ae670.mp4,215.6,training
78a2bd7553fdf152901f58be1d3ea779.mp4,176.6,validation
0525d6c643afd886d01ac740a63815f8.mp4,227.13,training
1fa885c1b63635231cc234f29fb2046b.mp4,202.13,training
02f803b7fc6fdf1f35c8c811d52e5e6d.mp4,231.6,validation
da568a2f65640ce3061c94c2ba07f6d6.mp4,229.6,training
59e1852494dbc79e3f3dfc8ac87eb2e6.mp4,231.13,training
a2e999e58efc223fe67a53bc89b9c07a.mp4,198.4,validation
fdf664092c695b17a49d7dfda3e9a451.mp4,218.13,training
d3caa4c3e7437da1e603f9dd46ccf09a.mp4,188.6,training
b15770c265c1513eb95cb8df98ba87cf.mp4,188.6,validation
3c3d128140b89f7a1d4eb0684eaa8f7a.mp4,227.13,training
8653b66cf42a49ccd8a898ec3cdfb9be.mp4,190.0,training
4a07598d15c0afaaa950b6579786d56f.mp4,176.6,validation
af7a929904e0afcca69afdbe37583060.mp4,182.07,training
bd5c202c6dc5fbb9de3825af895bb151.mp4,242.4,training
97045d81f5d854308027c6ae2adce230.mp4,199.67000000000002,validation
2175b55b4efc4cc8717bd3485abb9075.mp4,175.13,training
1f645cd52de2b1e19a23184016632590.mp4,228.13,training
ed53c12aeaa599153060db468fed3ed5.mp4,170.8,validation
3c53993dedfa0de49bd25f7ca268771f.mp4,188.6,training
ff68767e20c36442ae57f0bd9b9be20f.mp4,199.87,training
f9692928c2af802ac8e008d41f4e0373.mp4,176.6,validation
1f096bb67e6618933f0f84096e3b8933.mp4,231.13,training
0aaee8d1b8b0ec9fb7e5284a809af245.mp4,227.13,training
77b1aa37e7854726738d0152a3b62c29.mp4,209.6,validation
b9181782a4442eb92d79e134a4432b7a.mp4,223.67000000000002,training
013ec9cfce0ab9e623ef7a961476563a.mp4,231.6,training
0231939cc25ac45d95d3faa8f3521890.mp4,223.67000000000002,validation
17b8c36eed86e7405eda65d1c4c05a10.mp4,210.07,training
60a7a3fc4554f514f61b41d735fd7cf4.mp4,175.13,training
82b8ca4f202eada0168760e5db9f3395.mp4,202.13,validation
21285a76c9cf4d79cbfbfe91382bb2ae.mp4,217.6,training
6469b5bec1459b833fa3318011efc1f4.mp4,221.07,training
5977ecd870e1994424b017ef3118b3b8.mp4,204.13,validation
f58bfc285a3000449a92694edd80e7f0.mp4,208.07,training
781737f2c9dc1257baa76d33137e3867.mp4,220.13,training
87505139849d252b630ae5c037416faa.mp4,184.67,validation
4e0db67b36070fe1b06ef285b769fc01.mp4,191.4,training
aa108b2ca635fcbcdfa51dd7afbdf6a4.mp4,213.13,training
1f7dbab2c6f161c6157dd52e31e5b764.mp4,171.07,validation
f489ae045d7c913630e1eeebd3deb393.mp4,167.4,training
7c464eb2f795a9a6404b48efe2b1146c.mp4,221.93,training
8fa6404a39e17208181183fdbdd9f528.mp4,231.6,validation
2936f57ef9df5e60b64f44a5523d152c.mp4,267.0,training
fc3e72c90023480ef9edd2dfc3a54625.mp4,209.6,training
6a784d5a4d4e7ed37a73807bad99b173.mp4,223.67000000000002,validation
df2a2e55a6ddfdea1d1370d145e51abc.mp4,227.13,training
bf33e4d1c0529e00a48744af2dda087e.mp4,208.07,training
7d3ab04a3b140d74b5c59e53aa2414d1.mp4,223.67000000000002,validation
137df1631ae2c921a7d1b60ffe6a996d.mp4,169.73,training
1d5a5623082ddc2cb9aec2e9b66c8a51.mp4,221.07,training
e3c5d69eca8368feb784796c1aa68e8e.mp4,204.13,validation
c2af5c4f524a3940583398bd066c7e3d.mp4,199.67000000000002,training
5a066f6d391e1b583d11a6dd40aae745.mp4,220.13,training
ff0c531cbc2cc10ffd63413485a86108.mp4,201.87,validation
11714a093159415d836aa8d81f120eac.mp4,184.67,training
4a4b8a32939a0463105ffc38f045dc3f.mp4,210.07,training
e9ffc1429041dd7f53154e9143505578.mp4,231.13,validation
55fb0453c7da4c8f4430e7c13181b8c9.mp4,213.13,training
4ab2096a972b9112aa646d6a9710c905.mp4,231.32999999999998,training
7ba873ccf7ed1ebee1f5e2becc5723c0.mp4,183.6,validation
7806aa855a49d1c2952882edf51c3e2e.mp4,226.93,training
e3425d4394098921c702ed2e13e325d7.mp4,197.07,training
f7fb08722b997930e1f9ce3df36cff2f.mp4,176.13,validation
997fe2fbf2b2121ed7dfe2ef03a55a25.mp4,187.87,training
654431cb2154229b366f01bca188ee61.mp4,217.13,training
c28fabb236e082a12aaa5580fc59f80b.mp4,227.13,validation
f084772614e3d255f8227b885ce3c658.mp4,211.13,training
0d32f226e1ba5e2589ebf7ed084bbd57.mp4,168.2,training
8a6cff8dd9b11e297b64c94a26405f15.mp4,193.13,validation
22a6fbade7262e4cd21dbad3cb531afe.mp4,167.53,training
96be38feab947c80388a1714aeb1b53d.mp4,188.6,training
694c600fd37d5a522de62fd7842257f0.mp4,223.07,validation
8811cc0e6ee782913e23915a36baf88b.mp4,158.07,training
6aa3d57bda5fe70635448b29d26864b9.mp4,202.6,training
ca06f5f3e661867e695a5d2a767bc7be.mp4,211.13,validation
6db28520f8598d6e54ec79668153be57.mp4,228.27,training
89d0380be35997e69740a1c8dce13ebb.mp4,210.67000000000002,training
b651cebf4b18e56b0e8698cbb402cf50.mp4,231.13,validation
29ff5f0ad00d9ed33203c4b06289981a.mp4,217.13,training
caea7ef2eaf8a9f4c6e449ea587d3714.mp4,223.07,training
02dfd089a8aa156cd0a8751a8a216efd.mp4,200.6,validation
626d9d7ecd936ab67b92615e5fd5d05b.mp4,175.13,training
b67c7d7268609a17c8a6a46417cfa4ff.mp4,211.13,training
05eb244e00fd51bca4f94bc074d0119b.mp4,158.07,validation
fb085cac46973ca1449586e81c9ac53a.mp4,180.6,training
188eee27b8bbd672bf3cc39ca3134888.mp4,208.07,training
c8a11020cd68daa77896ce197a71436a.mp4,174.13,validation
9ffb7f6d2e6db2fcae5706e5ab5c964c.mp4,221.93,training
69285c6c3eeba6589b1d532b77eb87d4.mp4,202.6,training
8b170f4ed7c22490896c6e32678b34a2.mp4,179.13,validation
74ea2efbf9f990123033c3363ba88c62.mp4,218.6,training
bae02f6c8173938e1ba6b8c011f56b16.mp4,194.6,training
dba40820b2f6817928effc23b41a4a9e.mp4,190.13,validation
4c15aed04a017b35b017ac3e564ff0b0.mp4,158.07,training
87e6b36dbece5dc6247c3c1504d7f1f2.mp4,168.13,training
7d0a0fbc41db83052497df97aae9eaab.mp4,211.13,validation
c24025c7cbc66de882da49c83d3f731a.mp4,201.13,training
9f7814a10af53dfece3f92ea49d4b8ec.mp4,218.6,training
0746db1a47da0f1e6e4c326c12e09f54.mp4,218.13,validation
440110b4d06520dde2249084ae50ee8b.mp4,210.67000000000002,training
276c7a8768a31db68b035f60c9dd7bb3.mp4,180.6,training
0661837dffda2271591d7c07f1a6ac77.mp4,202.93,validation
a98f5d36bcdb779a4b5b757f6cb71ace.mp4,190.13,training
f107cb4726af98ef7bea6e1bd7ca7a2a.mp4,179.13,training
01b1953920008537313ad15cc61a9aeb.mp4,208.07,validation
29cf072dc5e1c2d44a92e730b1f0aea6.mp4,202.6,training
029e6d5a6ee8897b577d3d2793255ff1.mp4,181.33,training
6a8dc48b4d708c52c09c7f2c1e2a1035.mp4,201.13,validation
56d8c8431f35fa276ade1d3aabb0e4b6.mp4,170.13,training
4e0369356de01f2a44c68e1ab43d562a.mp4,176.13,training
bd55bd1a779361a89bf55867e5129f2e.mp4,190.2,validation
35398e1575be90fd56d75f701b5d3411.mp4,206.13,training
9db9e90ab6a6d4cde07f36ca63500bcf.mp4,215.93,training
5671c3ef0adc8237f5b23f3cbf7d676f.mp4,206.32999999999998,validation
f09c93b7b580d698017b19cef10a05cb.mp4,190.13,training
2a4bdb0a8768e540f7d623ea371f11e0.mp4,168.13,training
591e90335f13f94dc5b8bfe44151e239.mp4,212.67000000000002,validation
8b5fc248a8954db265a662acb6daee11.mp4,190.13,training
9e3299dac4736e837e6bd9ac0d61d57c.mp4,175.13,training
fdac2b1ac3439316437b061f3794761b.mp4,201.6,validation
c650c20b1ea389529f98736694020b82.mp4,218.13,training
bedd9cf602033953a71a6f81fa7b3624.mp4,227.13,training
3d77848f3ea700395b9fff3c62376afb.mp4,180.13,validation
b88f295e7591d8f1fe21b5840e945295.mp4,202.6,training
934583cda9e5b22ee83c2dc95ecf16f9.mp4,206.13,training
36e783a6903f6302e6adc1b1c91c74ba.mp4,169.67000000000002,validation
a8d9e08bedd80cce03cc34a663308fcc.mp4,173.13,training
2ede94b5953374743570afebdedf0858.mp4,218.6,training
c842c936d5bea2cb1d68b2af0a8f044e.mp4,176.13,validation
0eaa0dc2377ff3ebb8abbc6f234b69aa.mp4,219.13,training
8288beb8502f754f4ba640415de9f34b.mp4,164.6,training
73fc092def6ee3c86dfd020235a81dea.mp4,187.6,validation
9019e36a79761d72f2944a0b8f9a7210.mp4,167.6,training
8c95189fa8906f805603fbe593f4c1ee.mp4,165.0,training
0329cf004298195faf049fa23467eaa9.mp4,202.13,validation
401e217a2d618fe00433df4283897a7f.mp4,228.6,training
65c9f8b37b58aede4346239e04d79fb5.mp4,159.13,training
643fe19b81b52ea792ebb5fb73342379.mp4,169.67000000000002,validation
5c20e65dc7f5b3fc622cffb1edb2b965.mp4,236.32999999999998,training
7cb480ba9fb7ded22fb112a0bf8b5540.mp4,166.13,training
4ead7c5e456aaac9438bbad5138cb96e.mp4,191.6,validation
4f89644e65b1241fca8c660449464be1.mp4,218.6,training
0e3ab9019444016d972e7f9874946e00.mp4,173.13,training
dea65b2f03a7d35815204d32ae1bf9bf.mp4,166.6,validation
27a5c56e10203ec3231b184bc9413828.mp4,193.13,training
073ec9c88ceab60d01077569fcbb56c3.mp4,200.6,training
53dd895a8805a4e84c8ca54851b1b579.mp4,176.6,validation
b03d4d27995e3a9c1e34cbb4a6de2e13.mp4,180.93,training
c3cc7207b4c1ffc1df1a8952869efe67.mp4,162.6,training
8f2dbea2a7393b4735e51a4ddf41f8dd.mp4,201.6,validation
ca6304d74440eda40bd3b812e9c4db5d.mp4,164.6,training
1ab4fe94b98aefb1ca16975fea9d0496.mp4,159.13,training
4e5cbf0c1b0f684da06ab6670c4ee2e2.mp4,202.13,validation
34121a17ee5098ae6e3c722e120ad9cf.mp4,166.13,training
5ca6a81638dd845140c28f02bea6853c.mp4,172.6,training
32300e3204185582704745dadf4bf85e.mp4,165.6,validation
10187ce0ad83bdef9930bbb3c91f42ee.mp4,200.13,training
089b321a2fd2996b4bc8242076b9814e.mp4,166.6,training
e30690f42ad6bffe674473b26f20a334.mp4,229.6,validation
9c0a5380eb359d2d0bf775fb6e412f0d.mp4,228.6,training
646ce4985c127559164ef7e91479e7de.mp4,231.27,training
99a34eefd2f1ccbac5f4a648b8d582e7.mp4,158.07,validation
1c8ddf762f2043f96b6ef38302be53ac.mp4,179.13,training
88be87644508e1e90104f8fbf412351a.mp4,212.67000000000002,training
58b1c4f3e254c19abaa28eed1bfb073d.mp4,214.6,validation
42ac5cddde616542628a375ab0d22d1c.mp4,232.6,training
0b494c12eabe952bc67ecbd2c3068f1a.mp4,217.6,training
5292c52f9c14ee54221f7e7670d95678.mp4,200.13,validation
75c492eaa8d2d52e1b5eeee1cfc2e186.mp4,191.6,training
0ee2d5f4a7df9de9b21191d7e16d7492.mp4,229.6,training
229ea28947dbf52be8ec8e0b34ab46b3.mp4,195.67,validation
7e4c0f4606d74f76b7b2553b0311967e.mp4,232.6,training
493e0ed2f33211c6979834b9b2a7c22d.mp4,205.6,training
a55d8b153e51bd5445c126a41e3852d7.mp4,164.6,validation
bacf026cd3a53a3861a7341853a02df7.mp4,204.13,training
f2b797b516229645ce5603ad96bab11b.mp4,159.13,training
5d014f8124e4e9aac0c296a90c5aa870.mp4,213.13,validation
7e040508f5fa995913be4d19b180a710.mp4,186.67,training
222c1a64915bb67dffcb63b6c8a62c8c.mp4,175.67000000000002,training
61166f80058cfa7f23a0e86f7a415211.mp4,177.4,validation
9171a82825168362275554cc2becd31f.mp4,189.13,training
3d23ea010dc5ac2dddf6e7aadb3561f2.mp4,164.6,training
243f6f26ac40f8bf75778e4e1cd375a9.mp4,192.6,validation
cc2536d6ec1de516fe38929fcdc52dec.mp4,176.6,training
ad2d9b3974f76d3297673b5b01c21152.mp4,215.6,training
a014c2d15b455ebc441cf1933df94b94.mp4,182.73,validation
58b93145eb36ecd9f0207bf776c9e4a6.mp4,219.13,training
f767b898cdca7eb0ddf5e3ee196ecfd2.mp4,174.6,training
f9c67a2ffdd0a7f5c2d21df87f3f19f5.mp4,205.6,validation
7f5ff41c0fb37f1dd1bf681bd2321505.mp4,216.6,training
7f0267bc832fc43117035df61d099e52.mp4,204.13,training
08d5283a5dbc5878d8aa6484205416d1.mp4,204.13,validation
cae4578d24b75e1af13dc33b35bfb252.mp4,201.6,training
41ed35c05086a70c835550c901f407b7.mp4,197.07,training
4657a719a533f30f6eb851c7625db66e.mp4,215.6,validation
364e1b3b97d9b268da6e7b675c0ef1e4.mp4,189.13,training
cc4a95786ac9bd7bab57524c9b322541.mp4,216.6,training
a86fd3fed47902fa2e85156d501e14cd.mp4,162.6,validation
e5865aacfafded6c62d1214304e185e1.mp4,213.13,training
705e9105800dcdba88bae719a77bcd78.mp4,222.2,training
de45b79951820233210a043d4331aae7.mp4,221.67000000000002,validation
1a50cb6cd86a34b9b6954c44f9f8cffa.mp4,229.6,training
d5842962115db4ecd9d24e017899c878.mp4,186.67,training
99960a229bebc0f37c4f1470bc22931d.mp4,159.13,validation
e08f547b32feb1dc13e4d6ce0afa3e68.mp4,177.87,training
09a8b1a2df0f7f822bba1acea546d454.mp4,172.13,training
4879b2bce7a780c909c133f76e59b06c.mp4,179.13,validation
0cddf0e7bb0e30dc5f151d4e9f1c1ae1.mp4,177.13,training
9305b2bf83e8bd700e27955d33f69cae.mp4,197.07,training
1334745e3e5dfe436da40c9b6bff4702.mp4,155.0,validation
c0a7a55faf2efd2a440c904936237ac2.mp4,189.13,training
d2ec1f9de4c164c5f27cc2a407f0e80a.mp4,165.13,training
f146efbafc3cab21602321ff787b6846.mp4,176.6,validation
38a6a32f06e7695f47f8b7110befa51f.mp4,189.6,training
5df270449bd8949270d9e7690da01d5c.mp4,174.13,training
8944aa2277ecea52bcc9e089650d108a.mp4,189.13,validation
820b99de4b193e04e88d87aa025892c6.mp4,174.6,training
a58c7b53839fb1cdb32eb8aca6d28368.mp4,216.6,training
30b11811fe70c5386f37ab17265e6777.mp4,241.6,validation
5c2b3f3f0a2c7e5a2e90571191ff6268.mp4,223.07,training
ff92722da97e8d9155fe08eb1c120dc8.mp4,177.13,training
d48f09783793d0287ebb85c0f3c20453.mp4,202.6,validation
030ad50a8448c4670d4c3a8fa0d9aa47.mp4,206.6,training
44a013e4bff47c6e02fdb3e4c3debf31.mp4,200.6,training
1181d463307a16e0e04c2e1c2e541545.mp4,228.6,validation
3ba988c82b739347ffd2ca2e1adc7796.mp4,174.13,training
bf02e69cfc8632c14f2a0795c5e062ae.mp4,195.07,training
fa2f36cecee262e6923c5caf6fc779e5.mp4,192.13,validation
8d43b736600d0a4eb514bb1f2b830431.mp4,228.6,training
ae80d051e0ca4507c456ea42aaad9d54.mp4,211.13,training
2dbaa22e2f734d2df2c3eea87a93c360.mp4,192.6,validation
e9b3f5b19900cb52f78993ef7a6c3bed.mp4,165.13,training
9f167a840fe1676cfdca542a446368fe.mp4,216.6,training
a6fa51240414ba84a89f81e5a899b254.mp4,197.67000000000002,validation
e4b9711821a43c7c57c3b60c585494f5.mp4,225.67000000000002,training
362937f84d1307db24e32b5552a931fb.mp4,182.07,training
48b2389990ea84dea0073f5121b9fb5c.mp4,203.6,validation
cc3bc0476d34ad756a1e33e34fe266fd.mp4,216.6,training
bc2fcab576e4a86124ed30669ddb3065.mp4,216.73,training
4b0032cce56c8cb06136cd1136755025.mp4,202.13,validation
88d912f663ddbe3f75ef1d6d4870a1a5.mp4,200.6,training
9bbc51cb9553a5ac78651c383529e179.mp4,195.07,training
fc64092f5e9acb8efd8847254b1eb8b8.mp4,192.6,validation
2e8bcb072161baf405f68b99b25bb357.mp4,225.67000000000002,training
959d892d58c89698e182412d95ea6387.mp4,204.13,training
4338f64760f97a4db6f1adb7fd28009b.mp4,186.67,validation
30bc1350b7dffecf1c1b6a22edc3e294.mp4,165.6,training
367bad2e670b259a0fbbe9ef8fb0ad68.mp4,171.93,training
b84bb1063e7215b6310cbf068b505866.mp4,223.07,validation
2d95e2bfdf1a1ed37044430f06fa4c01.mp4,232.6,training
eab3d206c2da486f478392bde6d7870a.mp4,207.13,training
0f1a15ffb2ba99a9dd557b6c16daa070.mp4,228.6,validation
f5ac535aca0d2849e1b4c2330d795290.mp4,208.67000000000002,training
4f7eeffd1ea8b69d4e56bed9f808c5c4.mp4,202.6,training
46d26890f27eb33cc586f0877816b062.mp4,207.6,validation
cc9edcaff2c1a43cab86c063e0054d9d.mp4,210.53,training
bde348818cf376a003a42f238ffcc0a3.mp4,228.6,training
1bc6b4e6ea483d95cb710fe3a0a28ebb.mp4,182.07,validation
45572cb347e69330bdecee43fb5c6172.mp4,164.6,training
b5aac71d4c2a595e8987244a209c7c7a.mp4,208.67000000000002,training
77adb69cd4a6c732ce59a10c8cceec02.mp4,223.07,validation
713d333504365254bd3cecea91d62eba.mp4,186.67,training
0e4bda65fce70e65226fb1fc4c007d1c.mp4,203.13,training
954d5243704e7892a998d1b02e22789c.mp4,207.13,validation
dba9e448b3f2e5e8865f7ad8c358c24b.mp4,207.13,training
55921f2cf869e646d75a3d2c83758685.mp4,214.13,training
e490b60ed7658a043bda541ae0c59665.mp4,156.67000000000002,validation
63a4148c8f380f673212554a4a1f75de.mp4,181.33,training
5943ea826709df2f2d1d80654c502283.mp4,197.67000000000002,training
7f82e10a9a84e4abaab904b56903a788.mp4,207.6,validation
e427204032bfaa96dc724c304fdbb947.mp4,174.6,training
9a02d41fd7dde61b52d0b68ccf6ea242.mp4,164.6,training
0dceb4a36b22c3182e47351fc1a5e579.mp4,156.67000000000002,validation
e9f600544384800410b2e687069ba74b.mp4,200.6,training
82fa51b84a78e5df199c894a10d82891.mp4,208.07,training
b3404651b47aec31544cb74db2b47986.mp4,202.13,validation
1eb30dd2439fcfdd58a1e432e3f3ac17.mp4,168.6,training
e6107ccb67d201b955fde1a62aa79a3e.mp4,203.13,training
56bcdadbba0ea99b6175ad11c6e73464.mp4,232.6,validation
f1904e47850a1bcced6c5844d30790b6.mp4,226.8,training
35d68206cf4265a0c25fdbc2b32d93a8.mp4,227.6,training
069ff143bd84acba12cbc40da0772cfa.mp4,158.67000000000002,validation
810a1d5fade158faf476f6df6aacce21.mp4,224.13,training
ae4ee79234ef315950971e06e8b0e398.mp4,221.2,training
0fabe4f92a096320092985669e66f8b9.mp4,188.13,validation
fedaff59f966a2c41592adeaa6d9adff.mp4,208.67000000000002,training
ad22be7884bec3b4131fccde625b6dc2.mp4,202.13,training
9ed4940939ad3ffcf442ae35e5562acd.mp4,172.13,validation
64239df46fa719dffc485cc109706bf1.mp4,168.6,training
f419eff89c2ea9325648a2444be44927.mp4,200.6,training
1b9bbbed52945aef01fb14b95c30828e.mp4,158.67000000000002,validation
b030535c239ed78a68adbb11e77d0a21.mp4,225.47,training
a01aa2343f0b6e97e46151c8325f5690.mp4,226.13,training
d55f1d192b547fa2557ed50d6ed6700b.mp4,176.13,validation
d8b5e4038b0aa9b9b0ee54cd1c4ff36c.mp4,227.6,training
7e53bd36d648d149c4aeed0c99b7f9d8.mp4,179.13,training
8e63008dda528292248212ad89fafdde.mp4,181.6,validation
0f910676ef159406fe94e59ec6d51cf9.mp4,195.27,training
b3cc453e3dffa71d5c3034cecc736895.mp4,167.13,training
2ca28b7fd94cb632813d65860aa84b95.mp4,206.13,validation
5998f4e3ae5c58b635544e00d6c5d2da.mp4,156.67000000000002,training
946405b1a6f6f60d16a39aee8da6c9fd.mp4,204.13,training
5e8ce2560e589cf75b32507e0522b763.mp4,226.6,validation
8b9ae68a641850366cf2369485ffb264.mp4,192.27,training
8fa0e19f5f5bd930dbe460405746ae78.mp4,163.6,training
8be78de1b28739b10ed41fb310f7d3c3.mp4,216.6,validation
ce4b67cee0a09b06bf105ffb293364f4.mp4,202.13,training
0f28452259ddb698ae11f784ec47767d.mp4,192.13,training
f21b929a65dc77b5589413fc7280cad9.mp4,224.13,validation
5ea3b2f084d6da723813235efcc6a7ad.mp4,211.07,training
aa061f74520434c597ec15a62cf3bf4b.mp4,168.13,training
e0df39b500edd8a0ef994cda32159a4d.mp4,156.67000000000002,validation
d57b9113c77754cab7887bd978906a0e.mp4,181.13,training
74397c47c9a999057d1ecb43d778c44c.mp4,229.13,training
7bfddd9308bc8f679c37c6fb9efa3688.mp4,178.13,validation
